Numéro;Date;Montant;Etat;Tiers;Catégories;Sous-catégorie;Compte;Compte virement;Mode paiement;Ref. Paiement;Référence;Projets/Biens;Commentaire
844;20/09/2022;-0,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
845;20/09/2022;0,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
846;21/09/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
847;21/09/2022;-3,20;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
848;21/09/2022;3,20;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
849;21/09/2022;-2,62;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
850;21/09/2022;2,62;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
851;22/09/2022;-0,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
852;22/09/2022;0,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
853;22/09/2022;-69,80;2;LIDL;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
854;23/09/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
855;23/09/2022;-41,40;2;PIZZA MAXIME;Alimentation;Restaurant;FrenchBanq;;Autre;;;;
856;23/09/2022;-21,90;2;PIZZA MAXIME;Alimentation;Restaurant;FrenchBanq;;Autre;;;;
857;23/09/2022;-3,49;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
858;23/09/2022;3,49;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
859;26/09/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
860;26/09/2022;-38,15;2;LIDL;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
861;26/09/2022;-6,61;2;LIDL;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
862;26/09/2022;-0,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
863;26/09/2022;0,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
864;26/09/2022;-0,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
865;26/09/2022;0,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
866;26/09/2022;-2,07;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
867;26/09/2022;2,07;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
868;26/09/2022;-1,10;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
869;26/09/2022;1,10;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
870;27/09/2022;-0,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
871;27/09/2022;0,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
872;27/09/2022;-1,91;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
873;27/09/2022;1,91;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
874;27/09/2022;-0,33;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
875;27/09/2022;0,33;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
876;28/09/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
877;28/09/2022;-34,44;2;LIDL;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
878;28/09/2022;35,00;2;REGARDBTP;Autres revenus;Remboursement Frais Santé;FrenchBanq;;Autre;;;;
879;29/09/2022;-50,00;2;Retrait d'Espèces;Transferts;Transfert;FrenchBanq;;Autre;;;;
880;29/09/2022;50,00;2;FrenchBanq;Transferts;Transfert;Retrait d'Espèces;;Autre;;;;
881;29/09/2022;-0,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
882;29/09/2022;0,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
883;29/09/2022;-1,72;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
884;29/09/2022;1,72;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
885;30/09/2022;-2,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
886;30/09/2022;2,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
887;30/09/2022;-50,00;2;LIDL;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
888;30/09/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
889;01/10/2022;-35,00;2;Intermarche;Auto/moto;Carburant;FrenchBanq;;Autre;;;;
890;01/10/2022;-225,21;2;BM Lens;Équipement du logement;Ameublement;FrenchBanq;;Autre;;;;
891;01/10/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
892;01/10/2022;-2,90;2;French Bank;Frais bancaires;Services / Abonnement;FrenchBanq;;Autre;;;;
893;01/10/2022;-200,00;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
894;01/10/2022;200,00;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
895;03/10/2022;-300,00;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
896;03/10/2022;300,00;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
897;03/10/2022;-399,99;2;Conforama;Équipement du logement;Électroménager;FrenchBanq;;Autre;;;;
898;03/10/2022;-27,00;2;Friterie Regis;Alimentation;Restaurant;Retrait d'Espèces;;Autre;;;;
899;03/10/2022;-5,00;2;Melvin;Divers;Cadeaux;Retrait d'Espèces;;Autre;;;;
900;03/10/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
901;03/10/2022;1025,32;2;REGARDBTP;Autres revenus;Complémentaire Santé;FrenchBanq;;Autre;;;;
902;03/10/2022;-2,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
903;03/10/2022;2,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
904;03/10/2022;-0,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
905;03/10/2022;0,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
906;03/10/2022;-11,26;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
907;03/10/2022;11,26;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
908;03/10/2022;-0,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
909;03/10/2022;0,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
910;03/10/2022;-1,75;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
911;03/10/2022;1,75;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
912;03/10/2022;-75,28;2;LIDL;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
913;03/10/2022;200,00;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
914;03/10/2022;-200,00;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
915;04/10/2022;-18,82;2;LIDL;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
916;04/10/2022;-20,00;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
917;04/10/2022;20,00;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
918;04/10/2022;-0,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
919;04/10/2022;0,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
920;04/10/2022;-3,76;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
921;04/10/2022;3,76;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
922;05/10/2022;-47,04;2;Intermarche;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
923;05/10/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
924;05/10/2022;-4,00;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
925;05/10/2022;4,00;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
926;05/10/2022;-0,94;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
927;05/10/2022;0,94;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
928;06/10/2022;1038,76;2;CPAM DE L'ARTOIS;Autres revenus;Pension Invalidité;FrenchBanq;;Autre;;;;
929;06/10/2022;-0,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
930;06/10/2022;0,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
931;07/10/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
932;07/10/2022;-43,87;2;L'Olivier Assurance;Auto/moto;Assurance Auto/moto;FrenchBanq;;Autre;;;;
933;07/10/2022;-30,00;2;LIDL;Équipement du logement;Électroménager;FrenchBanq;;Autre;;;;
933;07/10/2022;-57,11;2;LIDL;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
934;07/10/2022;-10,00;2;lucas;Divers;Cadeaux;Retrait d'Espèces;;Autre;;;;
935;07/10/2022;-5,00;2;Friterie Regis;Alimentation;Restaurant;Retrait d'Espèces;;Autre;;;;
936;07/10/2022;-2,35;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
937;07/10/2022;2,35;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
938;08/10/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
939;09/10/2022;-29,60;2;PIZZA MAXIME;Alimentation;Restaurant;FrenchBanq;;Autre;;;;
940;09/10/2022;-19,99;2;Free Mobile;Abonnement/factures;Portable;FrenchBanq;;Autre;;;;
941;10/10/2022;-15,00;2;LIDL;Équipement du logement;Électroménager;FrenchBanq;;Autre;;;;
941;10/10/2022;-28,88;2;LIDL;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
942;10/10/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
943;10/10/2022;-4,36;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
944;10/10/2022;4,36;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
945;10/10/2022;-0,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
946;10/10/2022;0,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
947;11/10/2022;-2,19;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
948;11/10/2022;2,19;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
949;11/10/2022;-0,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
950;11/10/2022;0,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
951;11/10/2022;-2,50;2;Subway;Alimentation;Restaurant;FrenchBanq;;Autre;;;;
952;11/10/2022;-21,99;2;Stokomani;Équipement du logement;Ordinateur et accessoires;FrenchBanq;;Autre;;;;
953;11/10/2022;-48,00;2;Tigo;Alimentation;Restaurant;FrenchBanq;;Autre;;;;
954;11/10/2022;-69,42;2;Cora;Équipement du logement;Ameublement;FrenchBanq;;Autre;;;;
955;12/10/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
956;12/10/2022;-59,00;2;Nocibe;Divers;Cadeaux;FrenchBanq;;Autre;;;;
956;12/10/2022;-60,74;2;Nocibe;Soins de la personne;Coiffeur/esthéticienne;FrenchBanq;;Autre;;;;
957;12/10/2022;-53,45;2;LIDL;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
958;12/10/2022;-2,40;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
959;12/10/2022;2,40;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
960;12/10/2022;-1,10;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
961;12/10/2022;1,10;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
962;12/10/2022;-0,13;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
963;12/10/2022;0,13;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
964;12/10/2022;-1,48;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
965;12/10/2022;1,48;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
966;12/10/2022;-15,85;2;Flunch;Alimentation;Restaurant;FrenchBanq;;Autre;;;;
967;13/10/2022;-0,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
968;13/10/2022;0,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
969;13/10/2022;-5,99;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
970;13/10/2022;5,99;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
971;13/10/2022;-2,67;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
972;13/10/2022;2,67;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
973;13/10/2022;-3,47;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
974;13/10/2022;3,47;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
975;13/10/2022;-8,92;2;LIDL;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
976;14/10/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
977;14/10/2022;-0,45;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
978;14/10/2022;0,45;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
979;14/10/2022;-0,79;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
980;14/10/2022;0,79;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
981;16/10/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
982;17/10/2022;-129,44;2;Leclerc;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
983;17/10/2022;-81,27;2;Amazon;Équipement du logement;Ameublement;FrenchBanq;;Autre;;;;
984;17/10/2022;-0,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
985;17/10/2022;0,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
986;17/10/2022;-0,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
987;17/10/2022;0,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
988;18/10/2022;-15,85;2;Flunch;Alimentation;Restaurant;FrenchBanq;;Autre;;;;
989;18/10/2022;-300,00;2;Retrait d'Espèces;Transferts;Transfert;FrenchBanq;;Autre;;;;
990;18/10/2022;300,00;2;FrenchBanq;Transferts;Transfert;Retrait d'Espèces;;Autre;;;;
991;18/10/2022;-28,55;2;Jeff de Bruges;Divers;Cadeaux;FrenchBanq;;Autre;;;;
992;18/10/2022;-36,88;2;King Jouet;Divers;Cadeaux;FrenchBanq;;Autre;;;;
993;18/10/2022;-25,68;2;LIDL;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
994;18/10/2022;-3,25;2;LIDL;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
995;18/10/2022;-6,47;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
996;18/10/2022;6,47;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
997;18/10/2022;-0,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
998;18/10/2022;0,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
999;18/10/2022;200,00;2;Retrait d'Espèces;Transferts;Transfert;Severine;;Autre;;;;
1000;18/10/2022;-200,00;2;Severine;Transferts;Transfert;Retrait d'Espèces;;Autre;;;;
1001;19/10/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
1002;19/10/2022;-169,14;2;L'Olivier Assurance;Abonnement/factures;Assurance habitation;FrenchBanq;;Autre;;;;
1003;19/10/2022;-8,26;2;LIDL;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
1004;19/10/2022;-35,00;2;Psy;Santé;Psycologue;Retrait d'Espèces;;Autre;;;;
1005;19/10/2022;-0,16;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
1006;19/10/2022;0,16;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
1007;19/10/2022;-1,28;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
1008;19/10/2022;1,28;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
1009;19/10/2022;-1,43;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
1010;19/10/2022;1,43;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
1011;19/10/2022;-4,06;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
1012;19/10/2022;4,06;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
1013;19/10/2022;-0,79;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
1014;19/10/2022;0,79;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
1015;19/10/2022;-0,90;2;French Bank;Frais bancaires;Frais divers;FrenchBanq;;Autre;;;;
1016;19/10/2022;-15,00;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
1017;19/10/2022;15,00;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
1018;20/10/2022;-200,00;2;SCP ZEHNDER-AMOU;Divers;Responsabilité civile;FrenchBanq;;Autre;;;;
1019;20/10/2022;-0,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
1020;20/10/2022;0,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
1021;20/10/2022;-0,41;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
1022;20/10/2022;0,41;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
1023;20/10/2022;-8,46;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
1024;20/10/2022;8,46;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
1025;20/10/2022;-1,84;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
1026;20/10/2022;1,84;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
1027;20/10/2022;-15,81;2;LIDL;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
1028;20/10/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
1029;20/10/2022;-17,00;2;Friterie Regis;Alimentation;Restaurant;Retrait d'Espèces;;Autre;;;;
1030;21/10/2022;-200,00;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
1031;21/10/2022;200,00;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
1032;21/10/2022;-38,95;2;Amazon;Équipement du logement;Ameublement;FrenchBanq;;Autre;;;;
1033;21/10/2022;-0,79;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
1034;21/10/2022;0,79;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
1035;21/10/2022;-0,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
1036;21/10/2022;0,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
1037;21/10/2022;-36,94;2;L'Incroyable;Équipement du logement;Ameublement;FrenchBanq;;Autre;;;;
1038;22/10/2022;-30,01;2;Total Carburant;Auto/moto;Carburant;FrenchBanq;;Autre;;;;
1039;22/10/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
1040;22/10/2022;-36,80;2;Mc Donald;Alimentation;Restaurant;FrenchBanq;;Autre;;;;
1041;22/10/2022;-100,00;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
1042;22/10/2022;100,00;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
1043;22/10/2022;-100,00;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
1044;22/10/2022;100,00;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
1045;22/10/2022;-50,00;2;Manon Panouillot;Divers;Cadeaux;Retrait d'Espèces;;Autre;;;;
1046;23/10/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
1047;24/10/2022;-2500,00;2;Carte Sandra;Transferts;Transfert;Ma Tirelire;;Autre;;;;
1048;24/10/2022;2500,00;2;Ma Tirelire;Transferts;Transfert;Carte Sandra;;Autre;;;;
1049;24/10/2022;-1,85;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
1050;24/10/2022;1,85;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
1051;24/10/2022;-3,67;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
1052;24/10/2022;3,67;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
1053;24/10/2022;-0,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
1054;24/10/2022;0,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
1055;24/10/2022;-0,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
1056;24/10/2022;0,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
1057;24/10/2022;-1,95;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
1058;24/10/2022;1,95;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
1059;24/10/2022;-1,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
1060;24/10/2022;1,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
1061;24/10/2022;-73,47;2;Cora;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
1062;24/10/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
1063;25/10/2022;-1,84;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
1064;25/10/2022;1,84;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
1065;25/10/2022;-66,20;2;PIZZA MAXIME;Alimentation;Restaurant;FrenchBanq;;Autre;;;;
1066;25/10/2022;-34,40;2;iIkéa;Alimentation;Restaurant;FrenchBanq;;Autre;;;;
1067;25/10/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
1068;26/10/2022;-148,26;2;;Équipement du logement;Ameublement;Carte Sandra;;Autre;;;;
1069;26/10/2022;-7,00;2;;Équipement du logement;Ameublement;Carte Sandra;;Autre;;;;
1070;26/10/2022;-0,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
1071;26/10/2022;0,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
1072;26/10/2022;-73,11;2;LIDL;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
1073;26/10/2022;-20,24;2;Intermarche;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
1074;27/10/2022;-440,00;2;Sia;Abonnement/factures;Loyer;Carte Sandra;;Autre;;;;
1075;27/10/2022;-81,00;2;Sia;Abonnement/factures;Loyer;Carte Sandra;;Autre;;;;
1076;27/10/2022;-928,00;2;CDiscount;Équipement du logement;Ameublement;Carte Sandra;;Autre;;;;
1077;27/10/2022;-1191,90;2;iIkéa;Équipement du logement;Ameublement;Carte Sandra;;Autre;;;;
1078;27/10/2022;-300,00;2;Carte Sandra;Transferts;Transfert;Ma Tirelire;;Autre;;;;
1079;27/10/2022;300,00;2;Ma Tirelire;Transferts;Transfert;Carte Sandra;;Autre;;;;
1080;27/10/2022;-98,19;2;BM Lens;Équipement du logement;Ameublement;Carte Sandra;;Autre;;;;
1081;27/10/2022;-95,00;2;Carte Sandra;Transferts;Transfert;Ma Tirelire;;Autre;;;;
1082;27/10/2022;95,00;2;Ma Tirelire;Transferts;Transfert;Carte Sandra;;Autre;;;;
1083;27/10/2022;-10,00;2;La Civette;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
1084;27/10/2022;-3,66;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
1085;27/10/2022;3,66;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
1086;27/10/2022;-1,72;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
1087;27/10/2022;1,72;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
1088;27/10/2022;-3,31;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
1089;27/10/2022;3,31;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
1090;27/10/2022;229,00;2;iIkéa;Autres revenus;Remboursement Divers;Carte Sandra;;Autre;;;;
1091;28/10/2022;-1,01;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
1092;28/10/2022;1,01;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
1093;28/10/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
1094;29/10/2022;-76,41;2;LIDL;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
1095;29/10/2022;-500,00;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
1096;29/10/2022;500,00;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
1097;30/10/2022;-13,20;2;Mc Donald;Alimentation;Restaurant;FrenchBanq;;Autre;;;;
1098;30/10/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
1099;30/10/2022;-17,99;2;BM Lens;Équipement du logement;Ameublement;FrenchBanq;;Autre;;;;
1100;30/10/2022;-10,78;2;Cora;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
1101;31/10/2022;-480,00;2;Retrait d'Espèces;Transferts;Transfert;FrenchBanq;;Autre;;;;
1102;31/10/2022;480,00;2;FrenchBanq;Transferts;Transfert;Retrait d'Espèces;;Autre;;;;
1103;31/10/2022;-0,90;2;French Bank;Frais bancaires;Frais divers;FrenchBanq;;Autre;;;;
