Numéro;Date;Montant;Etat;Tiers;Catégories;Sous-catégorie;Compte;Compte virement;Mode paiement;Ref. Paiement;Référence;Projets/Biens;Commentaire
4384;06/08/2024;139,37;2;FrenchBanq;Transferts;Transfert;Catherine;;Autre;;;;
4385;06/08/2024;-24,00;2;Carre d'as;Alimentation;Café/Bar/Tabac;CCP;;Autre;;;;
4386;06/08/2024;-24,48;2;intermarche station;Auto/moto;Carburant;CCP;;Autre;;;;
4387;06/08/2024;-39,99;2;Free Internet;Abonnement/factures;Internet;CCP;;Autre;;;;
4388;07/08/2024;3597,32;2;LTC La tete cghercheuse;Traitements et salaires;Salaire net;FrenchBanq;;Autre;;;;
4389;07/08/2024;-70,36;2;L'Olivier Assurance;Auto/moto;Assurance Auto/moto;FrenchBanq;;Autre;;;;
4390;07/08/2024;-15,30;2;Catherine;Transferts;Transfert;FrenchBanq;;Autre;;;;
4391;07/08/2024;15,30;2;FrenchBanq;Transferts;Transfert;Catherine;;Autre;;;;
4392;07/08/2024;-6,97;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
4393;07/08/2024;6,97;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
4394;07/08/2024;-2,80;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
4395;07/08/2024;2,80;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
4396;07/08/2024;-7,30;2;Le ch'ti Fournil;Alimentation;Épicerie;CCP;;Autre;;;;
4397;07/08/2024;-3,40;2;Le ch'ti Fournil;Alimentation;Épicerie;CCP;;Autre;;;;
4398;08/08/2024;-1000,00;2;CCP;Transferts;Transfert;FrenchBanq;;Autre;;;;
4399;08/08/2024;1000,00;2;FrenchBanq;Transferts;Transfert;CCP;;Autre;;;;
4400;08/08/2024;-55,25;2;Catherine;Transferts;Transfert;FrenchBanq;;Autre;;;;
4401;08/08/2024;55,25;2;FrenchBanq;Transferts;Transfert;Catherine;;Autre;;;;
4402;09/08/2024;-25,85;2;intermarche station;Auto/moto;Carburant;CCP;;Autre;;;;
4403;09/08/2024;-16,65;2;Catherine;Transferts;Transfert;FrenchBanq;;Autre;;;;
4404;09/08/2024;16,65;2;FrenchBanq;Transferts;Transfert;Catherine;;Autre;;;;
4405;09/08/2024;-100,00;2;Catherine;Transferts;Transfert;FrenchBanq;;Autre;;;;
4406;09/08/2024;100,00;2;FrenchBanq;Transferts;Transfert;Catherine;;Autre;;;;
4407;09/08/2024;-19,98;2;Free Mobile;Abonnement/factures;Portable;CCP;;Autre;;;;
4408;09/08/2024;9,90;2;Note de frais;Transferts;Transfert;Retrait d'Espèces;;Autre;;;;
4409;09/08/2024;-9,90;2;Retrait d'Espèces;Transferts;Transfert;Note de frais;;Autre;;;;
4410;10/08/2024;-60,00;2;Panouillot Stephane;Abonnement/factures;Service d'entretien;Catherine;;Autre;;;;
4411;10/08/2024;-30,44;2;Catherine;Transferts;Transfert;FrenchBanq;;Autre;;;;
4412;10/08/2024;30,44;2;FrenchBanq;Transferts;Transfert;Catherine;;Autre;;;;
4413;10/08/2024;-20,85;2;Catherine;Transferts;Transfert;FrenchBanq;;Autre;;;;
4414;10/08/2024;20,85;2;FrenchBanq;Transferts;Transfert;Catherine;;Autre;;;;
4415;10/08/2024;-53,06;2;LIDL;Alimentation;Épicerie;CCP;;Autre;;;;
4416;10/08/2024;-24,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;CCP;;Autre;;;;
4417;11/08/2024;-24,00;2;Carre d'as;Alimentation;Café/Bar/Tabac;CCP;;Autre;;;;
4418;11/08/2024;-12,80;2;Intermarche;Alimentation;Épicerie;CCP;;Autre;;;;
4419;11/08/2024;-3,78;2;Intermarche;Alimentation;Épicerie;CCP;;Autre;;;;
4420;12/08/2024;-11,90;2;Mc Donald;Frais Profesionnel;Alimentation/Restaurant;FrenchBanq;;Autre;;;;
4421;12/08/2024;-59,36;2;Booking.com;Frais Profesionnel;Logement;FrenchBanq;;Autre;;;;
4422;12/08/2024;-18,00;2;Sanef;Frais Profesionnel;Parking/péage;CCP;;Autre;;;;
4423;12/08/2024;-49,80;2;APPR;Frais Profesionnel;Parking/péage;CCP;;Autre;;;;
4424;12/08/2024;-17,26;2;Leclerc Carburant;Frais Profesionnel;Carburant;CCP;;Autre;;;;
4425;12/08/2024;-206,61;2;Prêt auto;Transferts;Transfert;CCP;;Autre;;;;
4426;12/08/2024;206,61;2;CCP;Transferts;Transfert;Prêt auto;;Autre;;;;
4427;12/08/2024;-17,50;2;securycar;Auto/moto;Assurance Auto/moto;CCP;;Autre;;;;
4428;12/08/2024;-40,00;2;Avia Carburant;Frais Profesionnel;Carburant;CCP;;Autre;;;;
4429;13/08/2024;-23,09;2;Leclerc Carburant;Frais Profesionnel;Carburant;CCP;;Autre;;;;
4430;14/08/2024;-400,00;2;CCP;Transferts;Transfert;FrenchBanq;;Autre;;;;
4431;14/08/2024;400,00;2;FrenchBanq;Transferts;Transfert;CCP;;Autre;;;;
4432;14/08/2024;-4,99;2;Total Carburant;Frais Profesionnel;Alimentation/Restaurant;FrenchBanq;;Autre;;;;
4433;14/08/2024;-20,01;2;Total Carburant;Frais Profesionnel;Carburant;CCP;;Autre;;;;
4434;14/08/2024;-49,80;2;APPR;Frais Profesionnel;Parking/péage;CCP;;Autre;;;;
4435;14/08/2024;-18,00;2;Sanef;Frais Profesionnel;Parking/péage;CCP;;Autre;;;;
4436;14/08/2024;-400,00;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
4437;14/08/2024;400,00;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
4438;15/08/2024;-24,00;2;Carre d'as;Alimentation;Café/Bar/Tabac;CCP;;Autre;;;;
4439;16/08/2024;-200,00;2;Catherine;Transferts;Transfert;FrenchBanq;;Autre;;;;
4440;16/08/2024;200,00;2;FrenchBanq;Transferts;Transfert;Catherine;;Autre;;;;
4441;17/08/2024;-60,00;2;Panouillot Stephane;Abonnement/factures;Service d'entretien;Catherine;;Autre;;;;
4442;17/08/2024;-2,90;2;La Boulangerie;Alimentation;Épicerie;CCP;;Autre;;;;
4443;17/08/2024;-6,99;2;Norauto;Auto/moto;Accessoires;CCP;;Autre;;;;
4444;17/08/2024;-10,08;2;Tom and Co;Animaux domestiques;Fournitures diverses;CCP;;Autre;;;;
4445;18/08/2024;-24,00;2;Carre d'as;Alimentation;Café/Bar/Tabac;CCP;;Autre;;;;
4446;18/08/2024;-32,27;2;intermarche station;Frais Profesionnel;Carburant;CCP;;Autre;;;;
4447;19/08/2024;-190,00;2;Retrait d'espèces;Frais Profesionnel;Logement;CCP;;Autre;;;;
4447;19/08/2024;-10,00;2;Retrait d'espèces;Autres dépenses;Dépenses à catégoriser;CCP;;Autre;;;;
4448;19/08/2024;10,00;2;CCP;Transferts;Transfert;Retrait d'Espèces;;Autre;;;;
4449;19/08/2024;-9,58;2;Leclerc;Frais Profesionnel;Alimentation/Restaurant;CCP;;Autre;;;;
4450;19/08/2024;-15,01;2;Avia Carburant;Frais Profesionnel;Carburant;CCP;;Autre;;;;
4451;19/08/2024;-31,87;2;Leclerc Carburant;Frais Profesionnel;Carburant;CCP;;Autre;;;;
4452;19/08/2024;-49,80;2;APPR;Frais Profesionnel;Parking/péage;CCP;;Autre;;;;
4453;19/08/2024;-18,00;2;Sanef;Frais Profesionnel;Parking/péage;CCP;;Autre;;;;
4454;20/08/2024;-60,04;2;Engie;Abonnement/factures;Electricité;CCP;;Autre;;;;
4454;20/08/2024;-93,00;2;Engie;Abonnement/factures;Chauffage;CCP;;Autre;;;;
4455;20/08/2024;-12,45;2;Mc Donald;Frais Profesionnel;Alimentation/Restaurant;CCP;;Autre;;;;
4456;20/08/2024;-24,00;2;RURSUS;Alimentation;Café/Bar/Tabac;CCP;;Autre;;;;
4457;20/08/2024;1500,00;2;LTC La tete cghercheuse;Traitements et salaires;Avance sur salaire;CCP;;Autre;;;;
4458;20/08/2024;-100,00;2;Catherine;Transferts;Transfert;FrenchBanq;;Autre;;;;
4459;20/08/2024;100,00;2;FrenchBanq;Transferts;Transfert;Catherine;;Autre;;;;
4460;21/08/2024;-9,58;2;Leclerc;Frais Profesionnel;Alimentation/Restaurant;CCP;;Autre;;;;
4461;22/08/2024;-11,25;2;Leclerc;Frais Profesionnel;Alimentation/Restaurant;CCP;;Autre;;;;
4462;23/08/2024;-200,00;2;FrenchBanq;Transferts;Transfert;CCP;;Autre;;;;
4463;23/08/2024;200,00;2;CCP;Transferts;Transfert;FrenchBanq;;Autre;;;;
4464;23/08/2024;-49,80;2;APPR;Frais Profesionnel;Parking/péage;BADGE ULYSS;;Autre;;;;
4465;23/08/2024;-18,00;2;Sanef;Frais Profesionnel;Parking/péage;BADGE ULYSS;;Autre;;;;
4466;23/08/2024;-20,00;2;Total Carburant;Frais Profesionnel;Carburant;CCP;;Autre;;;;
4467;23/08/2024;-21,25;2;LIDL;Alimentation;Épicerie;CCP;;Autre;;;;
4468;23/08/2024;-61,81;2;Catherine;Transferts;Transfert;FrenchBanq;;Autre;;;;
4469;23/08/2024;61,81;2;FrenchBanq;Transferts;Transfert;Catherine;;Autre;;;;
4470;24/08/2024;-60,00;2;Panouillot Stephane;Abonnement/factures;Service d'entretien;Catherine;;Autre;;;;
4471;24/08/2024;-24,00;2;Carre d'as;Alimentation;Café/Bar/Tabac;CCP;;Autre;;;;
4472;24/08/2024;-25,00;2;Avia Carburant;Frais Profesionnel;Carburant;CCP;;Autre;;;;
4473;24/08/2024;-13,97;2;Catherine;Transferts;Transfert;FrenchBanq;;Autre;;;;
4474;24/08/2024;13,97;2;FrenchBanq;Transferts;Transfert;Catherine;;Autre;;;;
4475;24/08/2024;-120,70;2;Catherine;Transferts;Transfert;FrenchBanq;;Autre;;;;
4476;24/08/2024;120,70;2;FrenchBanq;Transferts;Transfert;Catherine;;Autre;;;;
4477;25/08/2024;-29,79;2;Catherine;Transferts;Transfert;FrenchBanq;;Autre;;;;
4478;25/08/2024;29,79;2;FrenchBanq;Transferts;Transfert;Catherine;;Autre;;;;
4479;26/08/2024;-49,80;2;APPR;Frais Profesionnel;Parking/péage;BADGE ULYSS;;Autre;;;;
4480;26/08/2024;-18,00;2;Sanef;Frais Profesionnel;Parking/péage;BADGE ULYSS;;Autre;;;;
4481;26/08/2024;-190,00;2;Retrait d'espèces;Frais Profesionnel;Logement;CCP;;Autre;;;;
4482;26/08/2024;-1,10;2;Avia Carburant;Alimentation;Café/Bar/Tabac;CCP;;Autre;;;;
4483;26/08/2024;-4,95;2;TD Autoroute;Frais Profesionnel;Alimentation/Restaurant;CCP;;Autre;;;;
4484;26/08/2024;-33,96;2;intermarche station;Frais Profesionnel;Carburant;CCP;;Autre;;;;
4485;26/08/2024;-60,00;2;Catherine;Transferts;Transfert;FrenchBanq;;Autre;;;;
4486;26/08/2024;60,00;2;FrenchBanq;Transferts;Transfert;Catherine;;Autre;;;;
4487;28/08/2024;-11,00;2;Leclerc;Frais Profesionnel;Alimentation/Restaurant;Retrait d'Espèces;;Autre;;;;
4488;28/08/2024;-100,00;2;FrenchBanq;Transferts;Transfert;CCP;;Autre;;;;
4489;28/08/2024;100,00;2;CCP;Transferts;Transfert;FrenchBanq;;Autre;;;;
4490;28/08/2024;-12,57;2;Catherine;Transferts;Transfert;FrenchBanq;;Autre;;;;
4491;28/08/2024;12,57;2;FrenchBanq;Transferts;Transfert;Catherine;;Autre;;;;
4492;28/08/2024;-18,60;2;Catherine;Transferts;Transfert;FrenchBanq;;Autre;;;;
4493;28/08/2024;18,60;2;FrenchBanq;Transferts;Transfert;Catherine;;Autre;;;;
4494;29/08/2024;-1,00;2;Autoroute du sud;Frais Profesionnel;Parking/péage;CCP;;Autre;;;;
4495;29/08/2024;-15,10;2;Total Carburant;Frais Profesionnel;Carburant;CCP;;Autre;;;;
4496;29/08/2024;-8,20;2;Catherine;Transferts;Transfert;FrenchBanq;;Autre;;;;
4497;29/08/2024;8,20;2;FrenchBanq;Transferts;Transfert;Catherine;;Autre;;;;
4498;30/08/2024;-1,49;2;relais de Riems;Frais Profesionnel;Alimentation/Restaurant;CCP;;Autre;;;;
4499;30/08/2024;-29,23;2;Leclerc Carburant;Frais Profesionnel;Carburant;CCP;;Autre;;;;
4500;31/08/2024;-100,00;2;Catherine;Transferts;Transfert;CCP;;Autre;;;;
4501;31/08/2024;100,00;2;CCP;Transferts;Transfert;Catherine;;Autre;;;;
4502;31/08/2024;-5,00;2;Superjet Lavage;Auto/moto;Entretien/réparations;CCP;;Autre;;;;
4503;31/08/2024;-12,00;2;Superjet Lavage;Auto/moto;Entretien/réparations;CCP;;Autre;;;;
4504;31/08/2024;-110,00;2;FrenchBanq;Transferts;Transfert;CCP;;Autre;;;;
4505;31/08/2024;110,00;2;CCP;Transferts;Transfert;FrenchBanq;;Autre;;;;
4506;31/08/2024;-37,40;2;Catherine;Transferts;Transfert;FrenchBanq;;Autre;;;;
4507;31/08/2024;37,40;2;FrenchBanq;Transferts;Transfert;Catherine;;Autre;;;;
4508;01/09/2024;-5,98;2;Flunch;Alimentation;Restaurant;CCP;;Autre;;;;
4509;01/09/2024;-14,86;2;Flunch;Alimentation;Restaurant;CCP;;Autre;;;;
4510;01/09/2024;-20,14;2;Total Carburant;Frais Profesionnel;Carburant;CCP;;Autre;;;;
4511;01/09/2024;-24,00;2;Carre d'as;Alimentation;Café/Bar/Tabac;CCP;;Autre;;;;
4512;01/09/2024;-23,54;2;Catherine;Transferts;Transfert;FrenchBanq;;Autre;;;;
4513;01/09/2024;23,54;2;FrenchBanq;Transferts;Transfert;Catherine;;Autre;;;;
4514;01/09/2024;-2,90;2;French Bank;Frais bancaires;Services / Abonnement;FrenchBanq;;Autre;;;;
4515;02/09/2024;-23,48;2;Kazzo Restaurant;Frais Profesionnel;Alimentation/Restaurant;CCP;;Autre;;;;
4516;02/09/2024;-7,59;2;Leclerc;Frais Profesionnel;Alimentation/Restaurant;CCP;;Autre;;;;
4517;02/09/2024;-24,99;2;Avia Carburant;Alimentation;Café/Bar/Tabac;CCP;;Autre;;;;
4518;02/09/2024;1207,03;2;REGARDBTP;Autres revenus;Complémentaire Santé;FrenchBanq;;Autre;;;;
4519;02/09/2024;-2,48;2;Catherine;Transferts;Transfert;FrenchBanq;;Autre;;;;
4520;02/09/2024;2,48;2;FrenchBanq;Transferts;Transfert;Catherine;;Autre;;;;
4521;03/09/2024;-24,00;2;RURSUS;Alimentation;Café/Bar/Tabac;CCP;;Autre;;;;
4522;03/09/2024;-16,45;2;Leclerc;Frais Profesionnel;Alimentation/Restaurant;CCP;;Autre;;;;
4523;03/09/2024;-500,00;2;CCP;Transferts;Transfert;FrenchBanq;;Autre;;;;
4524;03/09/2024;500,00;2;FrenchBanq;Transferts;Transfert;CCP;;Autre;;;;
4525;03/09/2024;-21,14;2;Catherine;Transferts;Transfert;FrenchBanq;;Autre;;;;
4526;03/09/2024;21,14;2;FrenchBanq;Transferts;Transfert;Catherine;;Autre;;;;
4527;03/09/2024;-20,73;2;Catherine;Transferts;Transfert;FrenchBanq;;Autre;;;;
4528;03/09/2024;20,73;2;FrenchBanq;Transferts;Transfert;Catherine;;Autre;;;;
4529;04/09/2024;-70,36;2;L'Olivier Assurance;Auto/moto;Assurance Auto/moto;FrenchBanq;;Autre;;;;
4530;05/09/2024;2780,75;2;LTC La tete cghercheuse;Traitements et salaires;Salaire net;CCP;;Autre;;;;
4531;05/09/2024;-13,79;2;Leclerc;Frais Profesionnel;Alimentation/Restaurant;CCP;;Autre;;;;
4532;05/09/2024;-16,17;2;Véolia;Abonnement/factures;Eau;CCP;;Autre;;;;
4533;05/09/2024;-39,99;2;Free Internet;Abonnement/factures;Internet;CCP;;Autre;;;;
4534;05/09/2024;-1,20;2;French Bank;Frais bancaires;Frais divers;FrenchBanq;;Autre;;;;
4535;05/09/2024;-100,00;2;Catherine;Transferts;Transfert;FrenchBanq;;Autre;;;;
4536;05/09/2024;100,00;2;FrenchBanq;Transferts;Transfert;Catherine;;Autre;;;;
4537;05/09/2024;-12,83;2;Catherine;Transferts;Transfert;FrenchBanq;;Autre;;;;
4538;05/09/2024;12,83;2;FrenchBanq;Transferts;Transfert;Catherine;;Autre;;;;
4539;06/09/2024;-19,98;2;Free Mobile;Abonnement/factures;Portable;CCP;;Autre;;;;
4540;06/09/2024;-7,42;2;Leclerc;Frais Profesionnel;Alimentation/Restaurant;CCP;;Autre;;;;
4541;06/09/2024;-29,07;2;E.LECLERC;Frais Profesionnel;Alimentation/Restaurant;CCP;;Autre;;;;
4542;06/09/2024;-20,30;2;Total Carburant;Frais Profesionnel;Carburant;CCP;;Autre;;;;
4543;08/09/2024;-15,98;2;Avia Carburant;Autres dépenses;Dépenses à catégoriser;CCP;;Autre;;;;
4544;08/09/2024;-24,00;2;Carre d'as;Alimentation;Café/Bar/Tabac;CCP;;Autre;;;;
4545;09/09/2024;-2,55;2;Catherine;Transferts;Transfert;CCP;;Autre;;;;
4546;09/09/2024;2,55;2;CCP;Transferts;Transfert;Catherine;;Autre;;;;
4547;09/09/2024;-223,25;2;Catherine;Transferts;Transfert;CCP;;Autre;;;;
4548;09/09/2024;223,25;2;CCP;Transferts;Transfert;Catherine;;Autre;;;;
4549;09/09/2024;-200,00;2;FrenchBanq;Transferts;Transfert;CCP;;Autre;;;;
4550;09/09/2024;200,00;2;CCP;Transferts;Transfert;FrenchBanq;;Autre;;;;
4551;09/09/2024;-188,85;2;Catherine;Transferts;Transfert;FrenchBanq;;Autre;;;;
4552;09/09/2024;188,85;2;FrenchBanq;Transferts;Transfert;Catherine;;Autre;;;;
4553;09/09/2024;-3,98;2;Catherine;Transferts;Transfert;FrenchBanq;;Autre;;;;
4554;09/09/2024;3,98;2;FrenchBanq;Transferts;Transfert;Catherine;;Autre;;;;
4555;09/09/2024;-2,30;2;Catherine;Transferts;Transfert;CCP;;Autre;;;;
4556;09/09/2024;2,30;2;CCP;Transferts;Transfert;Catherine;;Autre;;;;
4557;09/09/2024;-22,82;2;intermarche station;Frais Profesionnel;Carburant;CCP;;Autre;;;;
4558;09/09/2024;-24,00;2;RURSUS;Alimentation;Café/Bar/Tabac;CCP;;Autre;;;;
4559;09/09/2024;-25,22;2;Esso Carburant;Frais Profesionnel;Carburant;CCP;;Autre;;;;
4560;09/09/2024;-200,00;2;FrenchBanq;Transferts;Transfert;CCP;;Autre;;;;
4561;09/09/2024;200,00;2;CCP;Transferts;Transfert;FrenchBanq;;Autre;;;;
4562;10/09/2024;-20,00;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
4563;10/09/2024;20,00;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
4564;10/09/2024;-206,61;2;Prêt auto;Transferts;Transfert;CCP;;Autre;;;;
4565;10/09/2024;206,61;2;CCP;Transferts;Transfert;Prêt auto;;Autre;;;;
4566;10/09/2024;-17,50;2;securycar;Auto/moto;Assurance Auto/moto;CCP;;Autre;;;;
4567;10/09/2024;-8,50;2;ACHAT CB SARL PONANT    09.09.24;Autres dépenses;Dépenses à catégoriser;CCP;;Autre;;;;
4568;10/09/2024;-6,90;2;Avia Carburant;Alimentation;Café/Bar/Tabac;CCP;;Autre;;;;
4569;10/09/2024;-7,11;2;E.LECLERC;Frais Profesionnel;Alimentation/Restaurant;CCP;;Autre;;;;
4570;11/09/2024;-6,86;2;E.LECLERC;Frais Profesionnel;Alimentation/Restaurant;CCP;;Autre;;;;
4571;12/09/2024;-190,00;2;Retrait d'espèces;Frais Profesionnel;Logement;CCP;;Autre;;;;
4572;12/09/2024;-24,49;2;E.LECLERC;Frais Profesionnel;Alimentation/Restaurant;CCP;;Autre;;;;
4573;12/09/2024;-100,00;2;ACHAT CB MA FRENCH BANK 11.09.24;Autres dépenses;Dépenses à catégoriser;CCP;;Autre;;;;
4574;13/09/2024;-300,00;2;VIREMENT INSTANTANE A;Autres dépenses;Dépenses à catégoriser;CCP;;Autre;;;;
4575;13/09/2024;-20,01;2;Total Carburant;Frais Profesionnel;Carburant;CCP;;Autre;;;;
4576;13/09/2024;-100,00;2;ACHAT CB MA FRENCH BANK 12.09.24;Autres dépenses;Dépenses à catégoriser;CCP;;Autre;;;;
4577;13/09/2024;-24,00;2;RURSUS;Alimentation;Café/Bar/Tabac;CCP;;Autre;;;;
4578;16/09/2024;-309,98;2;ACHAT CB Boulanger.com  13.09.24;Autres dépenses;Dépenses à catégoriser;CCP;;Autre;;;;
4579;16/09/2024;-85,50;2;ACHAT CB BP CHATEAUVILL 16.09.24;Autres dépenses;Dépenses à catégoriser;CCP;;Autre;;;;
4580;16/09/2024;-84,67;2;ACHAT CB CENTRE LECLERC 14.09.24;Autres dépenses;Dépenses à catégoriser;CCP;;Autre;;;;
4581;16/09/2024;-57,70;2;Mc Donald;Alimentation;Restaurant;CCP;;Autre;;;;
4582;16/09/2024;-30,66;2;intermarche station;Frais Profesionnel;Carburant;CCP;;Autre;;;;
4583;16/09/2024;-30,00;2;la bulle Fleurie;Divers;Cadeaux;CCP;;Autre;;;;
4584;16/09/2024;-28,00;2;ACHAT CB CHEZ FLORE     14.09.24;Autres dépenses;Dépenses à catégoriser;CCP;;Autre;;;;
4585;16/09/2024;-9,00;2;Mc Donald;Frais Profesionnel;Alimentation/Restaurant;CCP;;Autre;;;;
4586;16/09/2024;-250,00;2;CARTE X8666    13/09/24 A 15H20;Autres dépenses;Dépenses à catégoriser;CCP;;Autre;;;;
4587;16/09/2024;-3,75;2;LIDL;Alimentation;Épicerie;CCP;;Autre;;;;
4588;16/09/2024;-52,94;2;ACHAT CB CTRE LECLERC D 13.09.24;Autres dépenses;Dépenses à catégoriser;CCP;;Autre;;;;
4589;16/09/2024;-200,00;2;ACHAT CB MA FRENCH BANK 13.09.24;Autres dépenses;Dépenses à catégoriser;CCP;;Autre;;;;
4590;16/09/2024;-24,00;2;Carre d'as;Alimentation;Café/Bar/Tabac;CCP;;Autre;;;;
4591;16/09/2024;-200,00;2;Sia;Autres dépenses;Dépenses à catégoriser;CCP;;Autre;;;;
4592;17/09/2024;-200,00;2;CARTE X8666    16/09/24 A 18H55;Autres dépenses;Dépenses à catégoriser;CCP;;Autre;;;;
4593;20/09/2024;-202,40;2;BADGE ULYSS;Transferts;Transfert;CCP;;Autre;;;;
4594;20/09/2024;202,40;2;CCP;Transferts;Transfert;BADGE ULYSS;;Autre;;;;
4595;20/09/2024;1500,00;2;LTC La tete cghercheuse;Traitements et salaires;Avance sur salaire;CCP;;Autre;;;;
4596;23/09/2024;-300,00;2;Sia;Autres dépenses;Dépenses à catégoriser;CCP;;Autre;;;;
4597;23/09/2024;-70,00;2;VIREMENT INSTANTANE A;Autres dépenses;Dépenses à catégoriser;CCP;;Autre;;;;
4598;23/09/2024;-14,69;2;E.LECLERC;Autres dépenses;Dépenses à catégoriser;CCP;;Autre;;;;
4599;23/09/2024;1542,49;2;ProBTP Epargne;Transferts;Transfert;CCP;;Autre;;;;
4600;23/09/2024;-24,00;2;Carre d'as;Alimentation;Café/Bar/Tabac;CCP;;Autre;;;;
4601;23/09/2024;-20,02;2;Avia Carburant;Frais Profesionnel;Carburant;CCP;;Autre;;;;
4602;23/09/2024;-1542,49;2;CCP;Transferts;Transfert;ProBTP Epargne;;Autre;;;;
4603;24/09/2024;-30,00;2;VIREMENT INSTANTANE A;Autres dépenses;Dépenses à catégoriser;CCP;;Autre;;;;
4604;24/09/2024;-22,04;2;Intermarche;Autres dépenses;Dépenses à catégoriser;CCP;;Autre;;;;
4605;24/09/2024;-1,80;2;Avia;Alimentation;Café/Bar/Tabac;CCP;;Autre;;;;
4606;24/09/2024;-50,00;2;ACHAT CB MA FRENCH BANK 23.09.24;Autres dépenses;Dépenses à catégoriser;CCP;;Autre;;;;
4607;24/09/2024;-12,00;2;ACHAT CB MARIE BLACHERE 23.09.24;Autres dépenses;Dépenses à catégoriser;CCP;;Autre;;;;
4608;24/09/2024;-20,00;2;Avia Carburant;Frais Profesionnel;Carburant;CCP;;Autre;;;;
4609;25/09/2024;-10,60;2;CORBAS KEBAB;Frais Profesionnel;Alimentation/Restaurant;CCP;;Autre;;;;
4610;25/09/2024;-20,00;2;VIREMENT INSTANTANE A;Autres dépenses;Dépenses à catégoriser;CCP;;Autre;;;;
4611;25/09/2024;1500,00;2;CCP;Transferts;Transfert;Livret A;;Autre;;;;
4612;25/09/2024;-1500,00;2;Livret A;Transferts;Transfert;CCP;;Autre;;;;
4613;26/09/2024;-200,00;2;VIREMENT PERMANENT POUR;Autres dépenses;Dépenses à catégoriser;CCP;;Autre;;;;
4614;26/09/2024;-1500,00;2;Sia;Autres dépenses;Dépenses à catégoriser;CCP;;Autre;;;;
4615;26/09/2024;-6,45;2;E.LECLERC;Frais Profesionnel;Alimentation/Restaurant;CCP;;Autre;;;;
4616;26/09/2024;50,00;2;VIREMENT DE LA BANQUE POSTALE;Autres revenus;Revenus à catégoriser;CCP;;Autre;;;;
4617;26/09/2024;-50,00;2;VIREMENT INSTANTANE A;Autres dépenses;Dépenses à catégoriser;CCP;;Autre;;;;
4618;27/09/2024;-100,00;2;VIREMENT INSTANTANE A;Autres dépenses;Dépenses à catégoriser;CCP;;Autre;;;;
4619;27/09/2024;-200,00;2;CARTE X8666    26/09/24 A 19H27;Autres dépenses;Dépenses à catégoriser;CCP;;Autre;;;;
4620;27/09/2024;-28,99;2;E.LECLERC;Frais Profesionnel;Carburant;CCP;;Autre;;;;
4621;29/09/2024;150,00;2;CCP;Transferts;Transfert;Livret A;;Autre;;;;
4622;29/09/2024;-150,00;2;Livret A;Transferts;Transfert;CCP;;Autre;;;;
4623;30/09/2024;-150,00;2;Sia;Autres dépenses;Dépenses à catégoriser;CCP;;Autre;;;;
4624;30/09/2024;-100,00;2;VIREMENT INSTANTANE A;Autres dépenses;Dépenses à catégoriser;CCP;;Autre;;;;
4625;30/09/2024;-100,00;2;VIREMENT INSTANTANE A;Autres dépenses;Dépenses à catégoriser;CCP;;Autre;;;;
4626;30/09/2024;-137,08;2;ACHAT CB CENTRE LECLERC 28.09.24;Autres dépenses;Dépenses à catégoriser;CCP;;Autre;;;;
4627;30/09/2024;-78,55;2;Mc Donald;Alimentation;Restaurant;CCP;;Autre;;;;
4628;30/09/2024;-67,05;2;ACHAT CB RESTO ZC       27.09.24;Autres dépenses;Dépenses à catégoriser;CCP;;Autre;;;;
4629;30/09/2024;-31,19;2;Intermarche;Alimentation;Épicerie;CCP;;Autre;;;;
4630;30/09/2024;-30,12;2;ACHAT CB MAXI BAZAR     28.09.24;Autres dépenses;Dépenses à catégoriser;CCP;;Autre;;;;
4631;30/09/2024;-30,01;2;intermarche station;Frais Profesionnel;Carburant;CCP;;Autre;;;;
4632;30/09/2024;-8,57;2;ACHAT CB E.LECLERC      26.09.24;Autres dépenses;Dépenses à catégoriser;CCP;;Autre;;;;
4633;30/09/2024;-5,18;2;ACHAT CB DESLIERS SYLVI 28.09.24;Autres dépenses;Dépenses à catégoriser;CCP;;Autre;;;;
4634;30/09/2024;-4,50;2;ACHAT CB FOURNIL COSTEL 27.09.24;Autres dépenses;Dépenses à catégoriser;CCP;;Autre;;;;
4635;30/09/2024;300,00;2;Livret A;Transferts;Transfert;CCP;;Autre;;;;
4636;30/09/2024;-50,00;2;VIREMENT INSTANTANE A;Autres dépenses;Dépenses à catégoriser;CCP;;Autre;;;;
4637;30/09/2024;-24,00;2;RURSUS;Alimentation;Café/Bar/Tabac;CCP;;Autre;;;;
4638;30/09/2024;-20,05;2;Total Carburant;Frais Profesionnel;Carburant;CCP;;Autre;;;;
4639;30/09/2024;-300,00;2;CCP;Transferts;Transfert;Livret A;;Autre;;;;
